-41.255	0.992424	0.642496
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-57.9169	0.256047	0.368122
-32.9248	0.907342	0.382762
-27.8309	0.924296	0.357404
-27.227	0.917879	0.493947
-28.1069	0.906847	0.682565
-27.33	0.929755	0.790817
-28.4015	0.944497	0.795727
-34.0725	0.939883	0.457263
-54.3998	0.938613	0.272937
-36.1536	0.497938	0.339646
-28.1444	-0.22914	0.195088
-26.7607	0.00608147	0.23082
-24.0635	0.883294	0.759178
-20.5016	0.963516	0.85871
-18.2778	0.965627	0.880999
-17.8223	0.963218	0.883397
-19.5067	0.954772	0.858053
-21.9629	0.95358	0.865163
-24.1244	0.942173	0.837662
-27.439	0.929114	0.74144
-32.3821	0.907525	0.634121
-43.8638	0.956023	0.474357
-51.6882	0.896189	0.212101
-100	0	1.70398e-32
-57.963	0.79313	1.06601e-36
-57.0859	0.8046	0.205614
-53.7164	0.953597	0.326775
-45.0649	0.975275	0.562017
-41.6798	0.976271	0.555635
-36.9888	0.975076	0.721608
-29.4643	0.967276	0.774222
-25.5721	0.973517	0.875135
-24.4102	0.96955	0.839708
-24.1432	0.962174	0.859978
-24.6174	0.965918	0.862386
-27.5215	0.959863	0.816257
-32.2284	0.982605	0.72639
-33.7114	0.990895	0.847353
-36.5631	0.989536	0.771064
-43.173	0.984018	0.467266
-69.9254	0.499725	1.67498e-35
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-38.4744	0.307298	0.120201
-35.3043	0.0676385	0.150306
-35.9703	-0.314601	0.122804
-36.7761	-0.5212	0.148074
-36.6139	-0.57259	0.0995852
-36.0267	-0.69131	0.136033
-34.2668	-0.747364	0.203111
-33.3027	-0.725215	0.152394
-34.2452	-0.635637	0.203499
-38.4004	-0.519102	0.15905
-55.5137	0.495673	0.142312
-64.6381	0.691073	4.95759e-36
-45.581	0.804405	0.136252
-30.2596	0.970441	0.595518
-25.6788	0.972291	0.714245
-23.8538	0.966211	0.871678
-24.9331	0.966361	0.843054
-29.3273	0.972518	0.712163
-32.0206	0.992905	0.828744
-31.3441	0.994658	0.859558
-31.2039	0.994916	0.857264
-31.2186	0.993715	0.858996
-31.3544	0.993544	0.863182
-31.8954	0.993716	0.859817
-32.4057	0.993292	0.86214
-32.6689	0.991185	0.844222
-31.2829	0.987564	0.782152
-27.4659	0.980675	0.845601
-24.9541	0.981332	0.869234
-23.9286	0.977775	0.870021
-23.6048	0.978942	0.86492
-23.6949	0.982195	0.865628
-24.8327	0.980476	0.876654
-29.0005	0.978893	0.7663
-42.9821	0.873737	0.451632
-53.2406	-0.2268	0.138202
-50.6493	-0.218794	0.200995
-43.2472	0.807934	0.279746
-35.7141	0.974315	0.702586
-33.2957	0.989511	0.79264
-33.1152	0.993734	0.870178
-33.9666	0.994782	0.871461
-37.3169	0.988479	0.829417
-45.1912	0.972151	0.540951
-36.1394	0.634554	0.376211
-33.6421	0.556409	0.214089
-35.5242	0.527267	0.258192
-38.9596	0.700332	0.174162
-41.5584	0.775833	0.165708
-42.8637	0.833076	0.159035
-32.5492	0.972868	0.661458
-28.0476	0.948479	0.727214
-26.3129	0.933415	0.766919
-26.8552	0.940212	0.846896
-29.9273	0.958738	0.771827
-32.1849	0.993161	0.84402
-31.6862	0.994606	0.859758
-32.0172	0.994774	0.862611
-33.9292	0.994777	0.865672
-39.1657	0.979816	0.640054
-43.6457	0.638765	0.143629
-33.6002	0.0458094	0.192793
-30.2088	-0.0625228	0.125096
-31.372	0.0141636	0.163881
-36.8138	0.346014	0.346794
-43.2444	0.312543	0.186867
-47.3776	0.702507	0.300824
-73.2795	0	3.62591e-35
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-41.3279	0.827208	0.256405
-37.5612	0.852675	0.278951
-34.3038	0.903815	0.467495
-31.1369	0.934552	0.644054
-30.0484	0.94451	0.806624
-28.6052	0.939565	0.774525
-26.1795	0.938082	0.791009
-25.0306	0.936701	0.827297
-25.5673	0.942976	0.819534
-26.5286	0.948954	0.818078
-27.3508	0.950114	0.823496
-27.9143	0.959162	0.80698
-27.9916	0.962164	0.829341
-28.7254	0.967646	0.833554
-29.5504	0.975545	0.825738
-30.5154	0.978226	0.831432
-31.6218	0.985413	0.8339
-32.6774	0.987576	0.831337
-34.3059	0.991212	0.838332
-35.3006	0.992571	0.771935
-35.035	0.993612	0.849342
-34.9238	0.993656	0.836169
-34.9698	0.994385	0.844123
-35.3292	0.993869	0.842092
-35.8371	0.992803	0.828577
-36.7116	0.993506	0.828792
-38.7169	0.98851	0.840796
-41.388	0.970734	0.76633
-45.6479	0.933268	0.601284
-46.89	-0.620371	0.313476
-42.5412	-0.748506	0.183185
-41.6416	-0.743512	0.142258
-42.2003	-0.702022	0.179634
-41.5909	-0.721274	0.210102
-42.4836	-0.707349	0.163114
-45.9565	-0.557175	0.11046
-49.8439	-0.449833	0.118178
-65.9748	0	0.297586
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
-100	0	1.70398e-32
